Clean,PIM046,PIM053,PIM056,PIM068,PIM077,PIM091,PIM137,PIM172,PIM163,PIM164,PIM190,PIM231,PIM242,PIM269,PIM254,PIM311,PIM262,PIM284,PIM300,PIM328,PIM387,PIM402,PIM407,PIM388,PIM393,PIM404,PIM010,PIM014,PIM024,PIM051,PIM025,PIM038,PIM040
ARSENICTRIOXIDE_NCI_Onc_AOD,-0.02,0.12,0.26,0.09,-0.07,0.06,0.29,0.22,0.23,0.06,0.15,0.23,-0.30,-0.50,-0.06,0.06,0.10,0.18,0.17,0.44,0.06,-0.02,0.01,0.33,0.27,0.22,0.30,0.25,0.15,-0.08,0.18,0.22,0.06
FLOXURIDINE_NCI_Onc_AOD,-0.03,-0.04,-0.07,-0.01,-0.31,0.01,0.14,0.05,0.09,-0.02,0.04,0.12,0.05,-0.03,0.04,0.04,-0.05,-0.05,0.01,0.02,0.06,-0.02,-0.01,0.10,0.09,0.03,0.08,0.05,-0.06,-0.11,0.01,0.05,-0.04
MK2206_Custom Clinical,0.28,0.40,0.24,0.41,0.17,0.28,0.48,0.43,0.24,0.17,0.19,0.29,0.26,0.15,0.27,0.31,0.72,0.66,0.48,0.46,0.18,0.14,0.16,0.53,0.59,0.63,0.19,0.19,0.09,0.29,0.35,0.20,0.36
PD153035_Custom Clinical,0.10,0.10,0.30,0.14,-0.22,0.00,0.16,0.18,0.09,-0.02,0.13,0.07,0.03,-0.07,0.09,0.11,0.22,-0.06,0.22,0.00,0.05,-0.02,-0.01,-0.02,0.12,0.32,0.13,0.08,-0.22,0.12,0.02,0.04,0.30
STAUROSPORINE_Custom Clinical,0.73,0.75,0.80,0.78,0.66,0.44,0.87,0.86,0.86,0.91,0.61,0.74,0.82,0.70,0.71,0.89,0.96,0.92,0.69,0.93,0.90,0.82,0.67,0.92,0.82,0.84,0.61,0.72,0.80,0.90,0.89,0.86,0.87
PXD101_Custom Clinical,0.17,0.22,0.34,0.51,0.39,0.10,0.37,0.37,0.52,0.42,0.22,0.22,0.37,0.28,0.17,0.31,-0.03,-0.23,0.29,0.53,0.20,0.37,0.42,0.43,0.28,0.31,0.32,-0.06,-0.22,0.20,0.16,0.32,0.45
KU55933_Custom Clinical,-0.06,-0.04,0.06,0.02,-0.34,-0.04,-0.04,-0.09,-0.02,-0.03,0.02,0.05,-0.08,-0.15,-0.10,-0.07,0.01,-0.13,0.00,0.06,-0.02,-0.03,-0.05,0.03,0.06,0.03,0.01,-0.01,-0.14,-0.02,0.01,0.05,0.01
VATALANIB_Custom Clinical,-0.02,0.06,0.09,0.15,-0.18,0.03,0.05,-0.03,0.07,-0.03,-0.01,0.07,0.00,-0.03,0.01,-0.02,0.11,0.19,0.06,0.22,0.03,0.05,0.03,0.00,-0.03,0.08,0.06,0.05,0.06,0.04,0.02,0.03,0.02
HA141_Custom Clinical,0.06,0.02,0.10,0.23,-0.11,-0.01,0.09,0.02,0.14,0.04,0.08,0.07,-0.01,-0.04,0.01,0.04,0.10,0.00,0.12,0.03,0.12,0.06,0.13,0.02,0.12,0.07,0.07,0.00,-0.03,0.00,0.05,0.08,0.11
SB203580_Custom Clinical,-0.03,-0.02,0.24,0.14,-0.19,-0.11,0.13,0.05,0.06,-0.04,-0.10,0.12,-0.22,-0.29,-0.08,-0.11,-0.14,-0.21,0.10,0.14,0.01,-0.05,-0.04,-0.09,-0.15,-0.04,0.00,0.11,-0.11,-0.02,-0.04,-0.04,0.04
SORAFENIB_Custom Clinical,-0.04,-0.03,0.13,-0.03,-0.17,-0.06,0.03,-0.05,-0.01,0.15,-0.11,0.03,-0.10,-0.12,-0.02,0.01,0.01,0.11,-0.02,0.24,0.06,0.02,-0.01,0.10,-0.09,-0.07,0.04,0.05,-0.13,-0.02,0.03,0.10,0.02
SU11274_Custom Clinical,0.00,-0.06,0.14,0.07,-0.02,-0.07,0.00,-0.08,0.02,-0.02,0.01,-0.01,-0.16,-0.20,-0.10,-0.06,0.14,-0.69,0.04,0.62,0.23,0.44,-0.02,0.45,0.01,-0.05,0.02,0.05,-0.08,-0.04,0.00,0.00,0.01
SUNITINIB_Custom Clinical,0.02,0.03,0.02,0.19,-0.04,-0.12,0.19,0.13,0.15,0.09,0.01,0.28,0.00,-0.15,0.08,0.14,0.02,0.09,0.14,0.36,0.24,0.08,0.01,-0.04,0.07,0.03,0.03,0.08,-0.11,0.17,-0.06,-0.05,0.00
BSI201_Custom Clinical,-0.07,-0.01,0.03,0.05,-0.22,-0.04,0.01,-0.05,0.00,-0.04,0.00,0.06,-0.13,-0.17,-0.09,-0.07,-0.02,-0.23,0.00,0.16,-0.03,0.04,-0.06,0.08,0.08,0.06,0.05,0.02,-0.08,-0.06,-0.04,-0.03,-0.01
TEMSIROLIMUS_Custom Clinical,0.29,0.46,0.35,0.10,-0.20,0.24,0.46,0.30,0.23,0.35,0.15,0.30,0.25,0.21,0.14,0.34,0.32,0.39,0.43,0.50,0.20,0.21,0.14,0.35,0.37,0.30,0.33,0.11,-0.02,0.09,0.43,0.26,0.36
PCI24781_Custom Clinical,0.16,0.33,0.01,0.28,0.01,0.07,0.25,0.17,0.21,0.17,-0.05,0.23,0.24,0.19,0.04,0.20,0.08,-0.18,0.00,0.51,0.18,0.22,-0.04,0.36,0.01,-0.01,0.24,-0.12,-0.51,0.00,0.00,0.03,0.40
AG490_Custom Clinical,-0.01,0.10,0.19,-0.07,-0.39,-0.04,0.06,-0.02,0.14,0.00,-0.06,0.11,-0.02,-0.08,-0.01,0.05,-0.06,0.34,-0.05,0.72,0.30,0.26,0.05,0.48,0.02,0.04,0.11,0.10,0.09,0.09,0.05,0.06,0.09
ROSCOVITINE_Custom Clinical,0.06,0.02,0.14,0.18,-0.15,0.00,0.15,0.09,0.09,0.08,-0.01,0.07,-0.04,-0.08,0.00,0.01,0.12,0.05,0.06,0.15,0.14,0.09,0.14,0.02,0.02,0.03,0.04,0.04,0.05,0.13,0.13,0.17,0.05
SB216763_Custom Clinical,0.01,-0.03,0.02,0.09,-0.20,-0.05,0.06,-0.02,0.03,0.04,0.00,0.01,-0.06,-0.13,-0.04,0.00,0.04,-0.20,0.10,0.68,0.29,0.44,0.02,0.61,0.10,0.07,0.02,0.01,-0.11,-0.11,0.00,0.07,0.04
SB202190_Custom Clinical,-0.01,0.04,0.19,0.13,-0.21,-0.14,0.13,0.04,-0.01,-0.02,-0.08,0.12,-0.27,-0.30,-0.11,-0.11,0.06,0.11,0.04,0.12,-0.01,-0.05,-0.05,-0.09,-0.15,-0.04,-0.01,0.08,-0.15,-0.09,-0.01,-0.03,-0.02
BRIVANIB_Custom Clinical,-0.01,-0.04,0.12,0.06,-0.17,-0.07,0.05,-0.01,0.00,0.00,0.02,0.04,-0.07,-0.15,-0.04,-0.02,0.07,-0.62,0.10,0.17,0.03,0.11,-0.01,-0.04,0.05,-0.04,0.02,0.04,-0.07,0.01,-0.02,0.01,0.07
TANDUTINIB_Custom Clinical,0.08,0.11,0.09,-0.02,-0.12,-0.07,0.22,0.08,0.00,0.02,-0.18,0.04,-0.11,-0.18,-0.05,0.06,0.00,0.05,-0.09,0.24,0.06,0.01,-0.01,-0.01,-0.12,-0.10,0.03,0.01,-0.08,-0.08,0.04,0.01,0.13
CABOZANTINIB_NCI_Onc_AOD,0.08,0.17,0.11,0.30,0.03,0.00,0.17,0.06,0.05,0.08,0.03,0.07,-0.05,-0.06,0.02,0.02,0.20,0.25,0.20,0.27,0.18,0.10,0.12,0.04,0.12,0.16,0.04,0.00,-0.04,0.17,0.08,0.09,0.15
VINCRISTINESULFATE_NCI_Onc_AOD,0.38,0.37,0.89,0.61,0.03,-0.01,0.67,0.53,0.64,0.34,0.40,0.59,0.32,0.05,0.18,0.40,0.53,0.50,0.39,0.54,0.13,0.39,0.36,0.67,0.62,0.58,0.56,0.47,0.24,0.42,0.19,0.28,0.36
PRALATREXATE_NCI_Onc_AOD,0.00,0.00,0.08,0.07,-0.25,-0.03,0.08,0.06,0.03,0.07,-0.05,0.01,-0.10,-0.15,-0.03,0.03,-0.03,0.05,0.08,0.07,0.08,0.06,0.11,-0.05,0.01,0.03,0.09,0.03,-0.12,0.02,0.06,0.10,0.03
OMACETAXINEMEPESUCCINATE_NCI_Onc_AOD,0.69,0.78,0.95,0.75,0.85,0.45,0.87,0.94,0.66,0.65,0.43,0.63,0.93,0.92,0.77,0.82,0.68,0.30,0.81,0.92,0.82,0.73,0.71,0.95,0.88,0.88,0.72,0.95,0.94,0.88,0.75,0.84,0.64
THIOGUANINE_NCI_Onc_AOD,0.00,-0.02,0.06,0.00,-0.21,-0.03,0.07,-0.06,0.05,0.09,0.04,0.06,-0.10,-0.14,0.00,0.02,-0.12,-0.03,0.08,0.22,0.03,0.01,0.06,0.00,0.11,0.04,0.08,0.11,-0.09,-0.01,0.00,0.06,0.04
DABRAFENIBMESYLATE_NCI_Onc_AOD,0.04,-0.03,0.04,-0.14,-0.40,-0.11,0.14,-0.05,0.01,0.00,-0.02,0.00,-0.05,0.01,-0.08,-0.06,-0.18,-0.01,0.24,0.15,0.04,0.00,0.10,-0.08,0.03,0.11,0.14,-0.05,-0.17,0.03,-0.02,-0.01,0.02
DACTINOMYCIN_NCI_Onc_AOD,0.36,0.47,0.81,0.64,0.16,0.22,0.43,0.41,0.41,0.49,0.27,0.42,0.45,0.41,0.20,0.41,0.27,0.50,0.51,0.88,0.46,0.82,0.30,0.56,0.40,0.36,0.39,0.35,0.45,0.39,0.70,0.77,0.43
NELARABINE_NCI_Onc_AOD,-0.06,0.02,0.04,-0.02,-0.18,-0.03,-0.01,-0.08,-0.02,-0.04,-0.06,0.03,-0.09,-0.14,-0.03,-0.03,-0.13,-0.03,-0.05,-0.06,0.03,-0.01,0.03,-0.08,-0.05,-0.06,0.08,-0.01,-0.02,-0.07,0.01,0.05,-0.02
BORTEZOMIB_NCI_Onc_AOD,0.89,0.97,0.99,0.97,0.95,0.74,0.96,0.98,0.95,1.02,0.72,0.87,0.98,0.97,0.90,0.88,0.96,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.90,0.95,0.97,0.98,0.94,0.98,0.98,0.87
CYCLOPHOSPHAMIDE_NCI_Onc_AOD,-0.01,0.02,0.04,-0.01,-0.34,-0.07,0.07,-0.06,0.00,0.04,0.06,0.03,-0.10,-0.14,-0.04,-0.03,0.04,0.02,0.08,0.03,0.02,-0.04,-0.01,0.01,0.09,0.01,0.02,0.02,-0.12,-0.01,0.02,0.07,0.02
PIPOBROMAN_NCI_Onc_AOD,-0.05,-0.03,0.02,-0.03,-0.29,-0.05,0.07,-0.05,-0.02,0.03,-0.01,0.01,-0.12,-0.16,-0.06,-0.03,-0.10,-0.05,0.03,0.01,0.02,0.00,-0.01,0.02,0.07,0.02,0.06,-0.01,-0.16,-0.11,-0.03,0.01,-0.03
PEMETREXED_NCI_Onc_AOD,0.17,0.40,0.17,0.06,-0.28,0.16,0.33,0.13,0.10,0.22,0.04,0.16,0.12,0.07,0.03,0.16,0.18,0.22,0.26,0.36,0.12,0.04,0.09,0.14,0.17,0.14,0.18,0.00,-0.10,-0.08,0.27,0.10,0.25
STREPTOZOCIN_NCI_Onc_AOD,-0.06,-0.06,-0.01,-0.04,-0.27,-0.06,0.03,-0.04,-0.02,-0.02,0.01,0.02,-0.10,-0.18,-0.08,-0.06,-0.12,-0.03,0.06,0.01,0.00,-0.04,0.00,-0.01,0.08,-0.01,0.03,-0.03,-0.12,-0.11,-0.05,0.03,0.02
DASATINIB_NCI_Onc_AOD,-0.06,-0.12,0.23,-0.02,-0.39,-0.15,-0.20,0.01,0.14,0.00,0.04,-0.06,-0.01,-0.07,-0.07,0.04,-0.11,-0.02,0.15,0.33,0.15,0.00,-0.06,-0.14,-0.22,-0.07,0.01,-0.09,-0.19,0.05,-0.03,0.03,0.10
AMIFOSTINE_NCI_Onc_AOD,-0.01,0.06,0.05,-0.05,-0.26,-0.04,0.10,0.01,-0.02,-0.01,-0.02,0.08,-0.05,-0.04,-0.02,-0.01,-0.16,-0.02,0.12,-0.03,0.01,-0.04,0.04,-0.07,0.10,0.11,0.07,0.03,-0.12,-0.14,0.00,0.00,0.07
MECHLORETHAMINEHYDROCHLORIDE_NCI_Onc_AOD,-0.05,-0.06,0.04,0.04,-0.15,-0.03,0.04,-0.03,0.00,0.19,0.04,0.04,-0.09,-0.15,-0.08,-0.01,-0.13,-0.16,0.07,0.23,0.06,0.17,0.00,0.06,0.08,0.07,0.06,0.01,-0.04,-0.07,-0.02,0.09,0.02
EXEMESTANE_NCI_Onc_AOD,-0.02,0.11,0.20,0.12,-0.20,0.01,0.03,-0.03,0.07,0.02,-0.04,0.09,-0.08,-0.14,-0.08,-0.03,0.05,0.05,0.05,0.04,-0.05,-0.01,0.03,0.00,0.06,0.06,0.10,0.01,-0.02,0.03,0.04,0.14,0.01
URACILMUSTARD_NCI_Onc_AOD,-0.11,-0.03,0.02,-0.07,-0.23,-0.09,-0.02,-0.07,0.00,-0.03,0.01,0.03,-0.12,-0.15,-0.11,-0.05,-0.07,-0.05,0.01,-0.06,-0.01,-0.01,-0.04,-0.06,0.00,-0.04,0.05,-0.01,-0.03,-0.10,-0.02,-0.04,-0.04
TOPOTECANHYDROCHLORIDE_NCI_Onc_AOD,0.25,0.28,0.52,0.40,0.48,0.24,0.33,0.30,0.48,0.80,0.18,0.40,0.33,0.29,0.23,0.38,0.18,-0.04,0.53,0.02,0.03,-0.01,0.37,-0.07,0.19,0.31,0.45,0.40,0.56,0.50,0.36,0.56,0.35
ENZALUTAMIDE_NCI_Onc_AOD,-0.06,-0.01,0.08,0.01,-0.30,-0.01,-0.05,-0.05,0.04,0.00,-0.04,0.06,-0.12,-0.14,-0.04,-0.04,-0.01,0.10,-0.01,0.04,0.03,-0.01,0.03,-0.03,-0.06,0.00,0.06,0.05,0.01,0.05,0.01,0.03,0.01
GSK1904529A_Custom Clinical,0.33,0.42,0.13,0.27,0.17,0.18,0.49,0.39,0.15,0.19,0.28,0.24,0.29,0.27,0.36,0.32,0.50,0.41,0.47,0.32,0.11,0.07,0.15,0.11,0.38,0.43,0.25,0.36,0.25,0.40,0.09,0.15,0.48
VANDETANIB_Custom Clinical,0.06,0.03,0.09,0.15,0.05,0.01,0.10,0.31,0.04,0.04,0.02,0.19,0.07,-0.07,0.08,0.17,0.07,0.11,0.15,0.29,0.14,0.01,-0.05,0.14,0.13,0.21,0.16,0.04,-0.22,-0.09,0.06,0.08,0.20
NVPLAQ824_Custom Clinical,0.44,0.75,0.75,0.92,0.80,0.55,0.87,0.88,0.87,0.94,0.58,0.70,0.90,0.86,0.42,0.65,0.61,0.36,0.67,0.86,0.56,0.64,0.68,0.84,0.76,0.84,0.74,0.54,0.60,0.75,0.50,0.74,0.78
JNJ26481585_Custom Clinical,0.47,0.81,0.86,0.94,0.84,0.57,0.90,0.94,0.88,0.91,0.60,0.76,0.93,0.87,0.40,0.69,0.84,0.20,0.65,0.85,0.56,0.61,0.67,0.82,0.77,0.87,0.79,0.62,0.80,0.83,0.52,0.79,0.75
PF04217903_Custom Clinical,-0.03,0.07,0.07,0.05,-0.21,-0.04,0.12,-0.03,0.02,0.05,-0.04,0.04,-0.02,-0.08,-0.02,0.02,-0.02,-1.24,0.05,0.46,0.16,0.35,-0.04,0.24,0.12,-0.02,0.03,-0.04,-0.17,-0.09,0.00,0.03,0.09
ZSTK474_Custom Clinical,0.07,0.14,0.31,0.11,-0.28,0.03,0.10,0.09,0.13,0.11,0.00,0.03,0.03,-0.14,-0.04,0.02,0.24,0.19,0.07,0.13,0.13,0.04,-0.01,0.07,0.06,0.22,0.02,0.05,-0.17,-0.09,0.10,0.18,0.06
AZD1152HQPA_Custom Clinical,-0.03,-0.10,0.48,0.08,-0.40,-0.11,-0.03,0.01,-0.02,0.07,0.01,0.13,0.02,-0.01,-0.06,0.03,-0.20,-0.62,0.13,0.37,0.17,0.11,-0.03,0.05,0.03,0.08,0.06,0.18,-0.24,-0.12,-0.06,-0.05,-0.01
PLX4720_Custom Clinical,-0.09,-0.10,-0.01,-0.04,-0.36,-0.12,-0.01,-0.09,0.04,-0.04,0.04,-0.02,-0.19,-0.21,-0.07,-0.07,-0.04,-0.14,-0.02,0.09,0.03,0.04,-0.12,-0.07,0.02,0.04,0.00,-0.08,-0.38,-0.04,-0.08,-0.02,0.00
PLX4032_Custom Clinical,-0.09,-0.03,-0.04,0.01,-0.33,-0.08,0.01,-0.04,0.00,-0.02,0.03,0.04,-0.10,-0.15,-0.08,-0.04,-0.01,-0.43,0.03,0.34,0.00,-0.03,-0.13,0.07,0.06,0.06,0.04,-0.08,-0.25,-0.19,-0.08,-0.06,0.01
METFORMIN_Custom Clinical,-0.08,-0.06,0.04,0.02,-0.27,-0.06,0.02,-0.09,-0.01,-0.02,-0.02,0.03,-0.12,-0.16,-0.09,-0.07,-0.12,0.26,-0.06,0.63,0.36,0.24,-0.08,0.47,-0.12,-0.07,0.06,-0.02,-0.09,-0.12,-0.05,0.01,-0.02
2DG_Custom Clinical,-0.06,-0.05,0.02,0.01,-0.14,-0.04,0.00,-0.05,-0.02,-0.06,0.03,0.05,-0.07,-0.11,-0.03,-0.04,-0.03,-0.13,-0.04,0.09,0.00,0.00,-0.06,0.03,-0.06,-0.03,0.04,-0.01,-0.04,-0.12,-0.02,0.02,0.00
VORINOSTAT_NCI_Onc_AOD,0.29,0.40,0.27,0.37,0.24,0.10,0.49,0.51,0.19,0.09,0.25,0.34,0.38,0.31,0.26,0.40,-0.03,-0.14,0.49,0.55,0.28,0.44,0.35,0.46,0.43,0.43,0.26,0.07,-0.15,0.12,0.11,0.13,0.59
BOSUTINIB_NCI_Onc_AOD,0.18,0.03,0.43,0.27,-0.30,-0.01,0.35,0.44,0.46,0.11,0.25,0.36,0.06,-0.04,0.17,0.24,-0.08,0.18,0.39,0.60,0.17,-0.10,-0.18,0.30,0.12,0.19,0.14,0.20,0.20,0.38,0.03,0.12,0.23
IRINOTECANHYDROCHLORIDE_NCI_Onc_AOD,0.05,0.01,0.10,0.22,-0.08,0.03,0.08,0.03,0.07,0.34,0.07,0.13,0.02,-0.03,0.07,0.16,-0.31,-0.08,0.11,0.25,0.12,0.06,0.09,-0.01,-0.01,0.12,0.08,0.05,-0.01,-0.02,0.11,0.17,0.13
TEMSIROLIMUS_NCI_Onc_AOD,0.32,0.46,0.30,0.16,-0.08,0.25,0.50,0.32,0.28,0.39,0.23,0.30,0.24,0.23,0.18,0.39,0.31,0.36,0.53,0.51,0.22,0.17,0.08,0.35,0.44,0.37,0.32,0.01,-0.05,0.10,0.40,0.23,0.37
DOXORUBICINHYDROCHLORIDE_NCI_Onc_AOD,0.42,0.45,0.59,0.53,0.43,0.13,0.71,0.28,0.48,0.45,0.32,0.48,0.75,0.77,0.39,0.60,0.40,0.24,0.57,0.85,0.53,0.57,0.59,0.79,0.67,0.70,0.34,0.61,0.36,0.33,0.58,0.55,0.63
AG014699_Custom Clinical,-0.04,-0.05,0.00,0.09,-0.48,-0.05,0.21,0.12,0.05,0.21,0.03,0.09,-0.04,-0.12,-0.05,0.15,0.20,-0.11,0.07,0.21,0.01,0.05,-0.13,-0.04,0.11,0.02,-0.02,0.06,-0.09,0.04,-0.05,0.00,-0.01
MITOXANTRONE_NCI_Onc_AOD,0.34,0.09,0.51,0.43,0.12,0.18,0.38,0.28,0.34,0.43,0.22,0.44,0.48,0.41,0.25,0.41,0.07,-0.58,0.20,0.72,0.56,0.54,0.46,0.52,0.25,0.33,0.53,0.20,0.49,0.12,0.54,0.47,0.33
GSK269962A_Custom Clinical,-0.28,-0.16,-0.33,-0.46,-0.63,-0.11,-0.52,-0.21,-0.02,-0.11,-0.06,-0.05,-0.15,-0.12,-0.17,0.01,0.02,0.06,0.09,0.27,-0.17,-0.13,-0.08,0.04,0.11,0.06,-0.06,-0.57,-0.58,-0.30,0.03,-0.09,-0.10
ESTRAMUSTINEPHOSPHATESODIUM_NCI_Onc_AOD,-0.07,-0.08,0.05,0.01,-0.28,-0.08,0.00,-0.10,0.00,-0.01,-0.02,0.01,-0.15,-0.17,-0.08,-0.05,-0.12,-0.02,-0.05,0.02,0.03,-0.02,-0.08,-0.05,-0.11,-0.05,0.02,0.01,-0.14,-0.17,-0.01,0.04,-0.03
SU6656_Custom Clinical,-0.12,-0.08,0.10,-0.02,-0.31,-0.08,-0.05,-0.12,-0.01,-0.06,-0.05,-0.05,-0.12,-0.17,-0.12,-0.04,-0.06,-0.08,0.11,0.17,0.00,-0.01,-0.08,-0.01,0.03,-0.03,-0.03,-0.04,-0.20,-0.10,0.02,0.05,0.04
VISMODEGIB_NCI_Onc_AOD,0.00,-0.07,0.13,0.10,-0.23,-0.05,0.08,0.00,0.04,0.01,0.02,0.09,-0.13,-0.17,-0.02,0.04,0.02,0.04,0.02,0.09,-0.02,-0.03,-0.09,-0.02,-0.13,-0.06,0.07,0.05,-0.01,0.08,0.02,0.03,0.05
AXITINIB_NCI_Onc_AOD,-0.04,0.05,0.29,0.01,-0.04,-0.05,0.06,-0.03,0.01,0.10,0.03,0.15,-0.07,-0.25,-0.03,0.00,-0.07,0.02,0.01,0.14,0.15,0.13,0.05,0.14,-0.01,0.03,0.11,0.04,-0.14,-0.13,-0.03,0.02,0.00
PLERIXAFOR_NCI_Onc_AOD,-0.07,-0.05,0.07,-0.01,-0.31,-0.05,0.00,-0.06,0.02,-0.01,-0.04,0.06,-0.11,-0.13,-0.07,-0.06,-0.11,0.00,-0.05,-0.04,0.01,-0.01,-0.08,-0.03,-0.06,-0.03,0.02,-0.03,-0.02,-0.12,-0.01,0.00,0.01
BLEOMYCINSULFATE_NCI_Onc_AOD,0.00,-0.01,0.20,0.20,-0.18,0.00,0.10,-0.02,0.06,0.07,0.02,0.07,0.07,0.02,0.16,0.21,-0.13,0.09,0.16,0.42,0.22,0.07,-0.04,0.09,-0.09,0.01,0.07,0.05,0.02,0.13,0.06,0.09,0.09
BMS204352_Custom Clinical,0.07,0.11,0.09,0.21,-0.21,0.01,0.07,0.03,0.10,0.05,0.09,0.10,-0.04,-0.10,-0.07,0.05,0.15,-0.39,0.23,0.31,0.10,0.13,0.04,0.07,0.15,0.09,-0.01,-0.05,-0.15,-0.15,0.12,0.10,0.17
FK506_Custom Clinical,0.09,-0.05,0.11,0.25,-0.23,-0.04,0.11,0.01,-0.03,0.08,-0.03,0.10,0.02,-0.04,0.01,0.20,-0.18,0.09,0.21,0.10,0.11,0.04,0.17,0.04,-0.02,0.03,0.05,0.00,-0.06,-0.01,0.11,0.12,0.22
CHIR98014_Custom Clinical,-0.05,-0.13,-0.01,0.18,-0.41,-0.14,0.00,-0.27,0.03,-0.02,-0.04,0.03,-0.23,-0.17,-0.20,0.01,-0.05,-0.36,-0.01,0.69,0.38,0.49,-0.05,0.62,-0.09,-0.07,-0.14,0.00,-0.21,-0.11,0.01,0.15,0.00
RAPAMYCIN_Custom Clinical,0.31,0.44,0.28,0.21,-0.16,0.21,0.48,0.29,0.21,0.37,0.12,0.29,0.25,0.21,0.17,0.40,0.35,0.30,0.52,0.50,0.22,0.09,0.15,0.30,0.36,0.30,0.28,0.06,-0.05,0.01,0.41,0.24,0.38
BX912_Custom Clinical,-0.07,-0.02,0.15,-0.04,-0.23,-0.01,0.08,0.05,0.04,0.02,0.01,0.09,0.03,-0.07,0.03,0.11,-0.05,-0.35,0.21,0.35,0.21,0.14,0.05,0.15,0.04,0.07,0.02,0.13,-0.14,0.06,0.10,0.13,0.15
SARACATINIB_Custom Clinical,0.04,0.09,0.37,0.06,0.04,0.02,0.21,0.27,0.17,-0.02,0.02,0.22,0.06,-0.06,0.11,0.18,-0.16,-0.33,0.24,0.25,-0.01,-0.08,0.00,0.12,0.05,0.07,0.12,0.09,-0.12,0.07,0.06,0.10,0.23
GW843682X_Custom Clinical,-0.05,0.01,0.05,-0.05,-0.11,-0.03,0.09,-0.03,-0.01,-0.03,0.05,0.04,-0.10,-0.09,-0.05,0.03,0.05,-0.13,0.24,0.13,0.02,0.00,-0.07,0.03,0.02,0.04,0.09,0.01,-0.11,-0.09,0.05,0.12,0.11
AZD6244_Custom Clinical,-0.07,0.08,0.44,0.18,-0.10,-0.01,0.04,0.09,0.21,0.19,-0.03,0.16,0.00,-0.17,-0.10,0.02,0.32,-0.09,0.04,0.08,0.09,0.05,0.03,-0.06,-0.08,-0.15,0.09,0.11,-0.12,0.08,0.05,0.04,0.13
ABT737_Custom Clinical,0.00,-0.05,0.62,0.36,-0.13,-0.07,0.04,-0.06,0.16,0.16,-0.10,0.00,-0.14,-0.18,-0.10,-0.02,-0.05,0.07,0.16,0.15,0.07,0.00,0.01,0.07,-0.07,0.00,0.00,0.04,0.04,0.10,0.13,0.27,0.14
ABT888_Custom Clinical,-0.07,-0.06,0.02,0.03,-0.40,-0.06,0.05,-0.06,-0.10,0.06,-0.15,0.01,-0.12,-0.16,-0.09,-0.03,-0.23,-0.11,-0.03,-0.01,-0.06,-0.07,-0.05,0.02,-0.12,-0.09,-0.02,0.01,-0.13,-0.26,-0.01,-0.01,0.05
TRAMETINIB_NCI_Onc_AOD,-0.03,0.13,0.51,0.26,-0.12,0.07,0.04,0.20,0.48,0.39,0.04,0.19,0.08,-0.14,-0.03,0.04,0.32,0.02,-0.02,0.05,0.07,0.03,-0.02,-0.03,-0.05,-0.08,0.10,0.14,0.04,0.20,0.07,0.13,0.21
PD180970_Custom Clinical,-0.14,-0.16,0.10,-0.12,-0.16,-0.14,0.00,-0.18,0.00,-0.05,-0.07,-0.06,-0.13,-0.16,-0.14,-0.09,-0.10,-0.11,0.06,0.28,0.01,-0.01,-0.07,-0.03,-0.08,-0.09,-0.01,-0.01,-0.16,0.05,0.00,0.04,-0.09
DEGUELIN_Custom Clinical,0.03,0.42,0.36,0.14,-0.18,0.48,0.27,0.39,0.18,0.27,0.14,0.39,-0.03,-0.19,-0.03,0.48,0.04,-0.06,0.31,0.18,0.03,0.06,0.04,0.50,0.61,0.60,0.24,0.60,0.38,0.55,0.26,0.24,0.39
CRIZOTINIB_NCI_Onc_AOD,0.11,0.05,0.30,0.28,-0.26,-0.03,0.37,0.27,0.21,0.03,0.00,0.22,0.15,0.15,0.17,0.22,0.21,0.24,0.28,0.48,0.07,0.06,0.15,0.16,0.06,0.06,0.32,0.21,0.05,0.25,0.09,0.09,0.16
TENIPOSIDE_NCI_Onc_AOD,0.09,0.02,0.57,0.29,-0.19,0.03,0.27,0.18,0.15,0.41,0.14,0.33,0.30,0.28,0.22,0.35,-0.06,-0.16,0.21,0.36,0.46,0.39,0.39,0.41,0.11,0.17,0.33,0.29,0.43,0.26,0.34,0.31,0.10
DECITABINE_NCI_Onc_AOD,0.27,0.28,0.37,0.60,0.43,0.04,0.34,0.28,0.41,0.35,0.13,0.27,0.30,0.17,0.21,0.27,0.33,0.48,0.32,0.71,0.33,0.28,0.33,0.49,0.29,0.13,0.31,0.36,0.64,0.08,0.44,0.48,0.43
CARBOPLATIN_NCI_Onc_AOD,0.16,0.28,0.07,0.13,-0.22,0.03,0.27,0.12,-0.01,0.05,0.08,0.17,0.06,0.02,0.07,0.17,0.17,-0.03,0.31,0.12,0.09,0.06,0.08,-0.03,0.14,0.11,0.12,0.01,-0.10,-0.07,0.07,0.12,0.27
BI2536_Custom Clinical,0.04,0.16,0.77,0.48,-0.34,0.22,0.31,0.25,0.33,0.25,0.18,0.47,0.33,0.31,-0.06,0.23,-0.26,-1.22,0.14,0.59,0.02,0.02,-0.05,0.25,0.16,0.32,0.14,0.20,-0.89,-0.25,0.08,0.19,0.22
